player.id,age
991011,23
814590,28
108579,33
914902,25
934235,24
864921,28
152077,32
980643,23
788134,29
826134,27
99090,34
885908,26
1003339,23
42694,36
948261,24
1142175,21
555386,30
290927,30
599192,32
863653,28
238612,32
817979,28
174975,32
1391541,21
892624,29
1171539,21
963399,24
805123,29
1160969,28
862078,29
344953,30
917305,28
354046,32
1007556,32
1121943,21
927616,27
352912,30
991200,28
1019957,28
46387,35
758664,29
353602,31
115665,35
825945,29
70988,34
329417,30
248331,33
965778,26
997152,25
331737,29
118085,33
135666,31
70996,35
934386,24
960441,25
78893,33
889378,25
823631,28
1142233,22
128587,34
923973,24
1149148,21
964753,24
1001828,24
1395881,21
1119487,23
35612,37
901891,27
1149144,21
580226,33
873534,27
913679,32
758168,30
897291,26
1128532,22
106337,36
879694,27
914309,26
845286,28
217704,34
1389846,22
1002711,23
1590918,18
1471764,21
1085381,25
2427970,18
845183,26
126071,35
583896,34
1120615,22
1154657,20
1493689,20
1102503,26
868268,30
973436,27
1184541,22
931844,26
118179,38
803174,29
881931,27
800419,27
975798,24
906021,25
934237,25
817957,27
1014845,25
986395,23
989056,23
833943,32
1024293,22
822459,27
1002920,23
868843,29
790108,28
973431,25
1471659,25
855810,26
818391,28
325061,30
1102791,23
831488,29
1118177,23
843746,28
142148,33
988893,24
283833,29
1425366,18
14990,40
878081,28
1102659,23
1149353,21
1136110,21
1129610,25
259803,32
885719,27
1587186,18
1500291,20
858004,28
802830,28
795421,29
844447,28
1049701,24
927797,27
1100965,22
797291,29
913654,26
1402913,19
149734,32
794939,28
827606,30
992587,23
1402912,19
789071,28
910031,25
823622,29
592010,30
855833,26
1103693,22
1094106,23
784655,30
581310,30
930267,25
876214,25
353138,31
177177,30
966837,27
1085400,24
785989,33
1145642,23
984624,23
282073,30
355486,29
794953,27
66492,34
355492,29
976575,25
791079,28
830127,26
1146018,20
133908,32
111483,32
994556,22
186719,31
21927,37
870038,29
978062,25
869476,25
788319,29
988672,25
825771,28
888340,27
576266,30
869883,28
147776,32
987504,25
138126,32
843115,26
138892,32
318941,29
1087359,23
989768,24
1190933,21
902029,26
879349,26
288205,31
851284,27
750,41
331209,31
252821,32
979222,23
934510,25
280955,29
252669,33
253809,32
983542,24
945122,27
1001196,24
843200,27
830431,26
280979,29
988351,25
851671,26
190419,31
927407,26
954836,26
847467,28
38710,37
15466,40
136710,32
357596,28
1091303,22
1090019,23
37318,35
1019321,23
190437,31
964994,24
67647,35
943212,26
835678,26
257091,29
1405212,19
789234,28
814882,28
1066802,25
916183,25
949156,23
796206,29
827668,28
556866,28
770677,29
282229,29
383560,31
67769,33
115516,34
117777,33
944327,25
1518931,20
872919,28
352296,29
929620,24
865523,26
990550,25
157377,33
850891,29
149656,32
1005744,24
814023,28
999276,23
798303,28
787422,32
1034082,24
799054,29
352290,29
802133,28
1103488,24
122810,34
577726,31
931278,25
989882,28
368120,31
1192318,23
158213,35
1407524,20
846081,28
1049534,23
859026,26
1218066,24
985923,26
1094482,23
1118193,26
1007589,31
1503088,27
1018018,26
1018822,27
981168,27
1094538,23
1445228,23
1177240,23
1155423,22
808680,27
1646783,18
1144138,23
181581,33
847938,28
576220,35
1155625,22
888854,26
1144687,20
991364,25
788284,30
1019061,22
1411105,21
307082,30
134029,34
155925,31
155961,32
303258,33
358084,30
944054,28
1118467,25
1096517,25
1048378,26
826545,30
333441,33
295339,33
577736,30
967032,28
918913,31
1013699,27
873554,27
159665,34
1418782,29
1063327,25
942836,24
295361,31
1961596,18
1101624,25
871735,37
1980828,26
918547,39
1480544,24
1008171,25
547494,30
918505,30
158263,33
831799,28
829932,28
859999,28
860307,27
249399,32
895324,27
974505,25
944660,25
12994,39
823984,28
944656,26
901325,28
255389,32
158243,33
822933,29
128383,34
263651,32
830659,29
74915,38
822600,27
798835,30
1099352,23
1171451,21
1127057,22
1094179,25
307436,40
287833,31
147138,34
784677,31
1117723,23
906838,29
52797,36
798177,29
921089,27
845802,28
209374,35
815080,32
1155358,25
1094395,24
889052,32
818064,30
1111215,24
906020,25
892133,29
911853,25
1048591,26
59609,38
1513625,23
787429,35
1001675,28
1035280,25
125787,37
870360,30
566102,30
818481,28
344847,33
1174889,23
355796,31
844096,28
107414,35
281253,33
883537,29
914213,28
1015292,26
221162,33
877299,26
33596,37
926238,31
158583,34
360396,31
931705,29
822110,32
1066915,25
590392,28
980580,27
1160386,23
887055,27
791092,29
1087805,25
363782,31
920514,27
844942,28
316148,33
783374,32
1986794,20
905639,28
934354,26
103045,34
1049515,26
904424,28
1103589,22
1202024,22
1472288,22
970370,26
1457083,34
1218056,22
846147,28
239632,32
1473092,22
1477662,21
1138352,25
846061,27
1019442,24
155736,31
984419,27
1469180,26
1413129,20
829207,31
973290,27
1411145,22
886223,29
1464637,25
935564,26
1172477,26
790179,31
1119328,25
976313,26
273031,34
1002489,23
1087790,22
973286,29
1020472,30
843665,25
845426,28
801411,28
937255,27
1093229,22
902083,26
360938,35
814594,27
825719,29
1143667,23
847030,28
1564180,18
1128530,25
835485,27
991421,26
1126569,22
1063767,25
953995,30
359272,29
1142675,21
847714,34
1605921,20
141967,37
359280,30
961684,24
1134470,24
919484,27
1064218,23
1392829,25
1638338,20
919793,33
1898148,21
991709,26
989801,26
805427,35
220833,33
805137,29
333275,33
333373,32
1065588,23
546416,30
1105836,24
973556,22
877452,30
988656,24
986233,25
789453,35
339135,33
840027,38
339447,34
1546739,21
1015261,25
883206,26
788936,31
1015733,26
333261,30
1167312,31
979861,26
191210,31
827212,27
798583,27
941168,25
96538,33
974087,25
250737,31
818244,29
978838,24
996952,23
826643,27
1154605,21
979128,22
1387161,21
164055,32
996958,23
826215,27
788027,28
352370,30
879674,26
859025,26
234148,35
1142672,20
1130939,24
791702,29
848276,29
243609,33
124992,35
155995,32
869792,28
243583,32
1464966,20
866469,28
122951,34
922573,25
886363,27
868812,26
1174937,20
1064039,25
124712,34
946888,27
243529,38
254491,32
84854,35
885197,29
358548,30
888949,27
243585,32
831005,29
1035995,25
1016907,25
22209,35
800951,28
576384,28
933264,27
1031283,24
547410,27
793167,28
355174,28
309078,30
839956,26
1121923,21
1100952,22
1065216,23
228364,30
879746,26
1030355,23
798176,29
795154,27
1026541,25
1022374,23
280991,30
924973,27
1065989,24
838805,26
876599,26
990408,26
832868,28
818406,29
889785,27
770253,31
1914576,17
944068,26
1172773,31
865500,27
192442,35
843114,29
847151,28
1023088,23
892141,25
838629,29
795282,31
840519,30
15497,41
989236,26
1638685,22
850404,30
1119345,21
757770,30
815637,28
905257,25
1595162,23
138530,32
1003339,23
827679,28
877994,26
1142703,21
856714,27
994546,23
934235,24
991011,23
914902,25
108579,33
152077,32
945798,26
99090,34
948261,24
788134,29
980643,23
826134,27
885908,26
42694,36
1142175,21
864921,28
555386,30
814590,28
966547,24
290927,30
843115,26
138892,32
318941,29
1087359,23
989768,24
902029,26
1190933,21
879349,26
288205,31
851671,26
750,41
252821,32
843200,27
851284,27
331209,31
979222,23
252669,33
253809,32
945122,27
1001196,24
983542,24
280979,29
830431,26
988351,25
280955,29
934510,25
797291,29
913654,26
1402913,19
149734,32
794939,28
827606,30
992587,23
1402912,19
789071,28
910031,25
823622,29
855833,26
784655,30
592010,30
785989,33
581310,30
930267,25
876214,25
353138,31
1094106,23
177177,30
966837,27
1085400,24
1103693,22
1145642,23
984624,23
973436,27
1184541,22
931844,26
118179,38
803174,29
881931,27
800419,27
975798,24
906021,25
934237,25
817957,27
989056,23
1014845,25
986395,23
1471659,25
818391,28
833943,32
1024293,22
868843,29
922759,27
822459,27
1002920,23
790108,28
855810,26
973431,25
70988,34
329417,30
1119487,23
248331,33
997152,25
923973,24
889378,25
823631,28
331737,29
135666,31
960441,25
118085,33
934386,24
78893,33
901891,27
35612,37
1149148,21
964753,24
1395881,21
965778,26
1001828,24
1126512,22
128587,34
1142233,22
70996,35
1149144,21
158263,33
831799,28
829932,28
859999,28
158243,33
255389,32
249399,32
895324,27
974505,25
12994,39
944656,26
901325,28
823984,28
822933,29
74915,38
860307,27
128383,34
263651,32
830659,29
1127057,22
798835,30
822600,27
944660,25
1099352,23
1171451,21
1094179,25
1048378,26
826545,30
333441,33
295339,33
577736,30
942836,24
918506,30
1013699,27
967032,28
159665,34
1418782,29
918913,31
295361,31
873554,27
547494,30
871735,37
1980828,26
918547,39
1480544,24
1063327,25
1008171,25
1101624,25
918505,30
1961596,18
556866,28
770677,29
282229,29
383560,31
67769,33
115516,34
117777,33
929620,24
1034082,24
944327,25
352296,29
799054,29
798303,28
157377,33
352290,29
872919,28
990550,25
149656,32
1005744,24
814023,28
999276,23
787422,32
865523,26
125787,37
870360,30
566102,30
818481,28
344847,33
844096,28
355796,31
1174889,23
883537,29
107414,35
914213,28
221162,33
877299,26
1015292,26
887055,27
360396,31
33596,37
926238,31
158583,34
931705,29
822110,32
1066915,25
590392,28
980580,27
1160386,23
281253,33
191210,31
827212,27
798583,27
941168,25
96538,33
974087,25
250737,31
818244,29
978838,24
1154605,21
826643,27
1142672,20
848276,29
996952,23
996958,23
164055,32
1387161,21
826215,27
352370,30
788027,28
879674,26
859025,26
979128,22
234148,35
1130939,24
791702,29
360938,35
814594,27
825719,29
847030,28
961684,24
1564180,18
1128530,25
835485,27
991421,26
1142675,21
1126569,22
359272,29
953995,30
1134470,24
1638338,20
1392829,25
141967,37
359280,30
847714,34
1064218,23
1143667,23
919484,27
1605921,20
1063767,25
919793,33
1898148,21
797291,29
913654,26
1402913,19
149734,32
794939,28
827606,30
784655,30
1402912,19
789071,28
910031,25
823622,29
992587,23
855833,26
1085400,24
592010,30
581310,30
930267,25
1094106,23
876214,25
353138,31
177177,30
1103693,22
966837,27
984624,23
1145642,23
785989,33
70988,34
329417,30
1119487,23
248331,33
997152,25
118085,33
889378,25
135666,31
70996,35
934386,24
960441,25
35612,37
78893,33
1395881,21
964753,24
901891,27
1149148,21
965778,26
128587,34
1001828,24
1142233,22
823631,28
1149144,21
22209,35
800951,28
576384,28
933264,27
1031283,24
547410,27
793167,28
355174,28
309078,30
839956,26
1100952,22
228364,30
1065216,23
1121923,21
934409,26
879746,26
876599,26
1030355,23
798176,29
795154,27
1026541,25
1022374,23
280991,30
924973,27
1065989,24
838805,26
138530,32
827679,28
152077,32
877994,26
1142703,21
856714,27
994546,23
966547,24
991011,23
914902,25
108579,33
864921,28
934235,24
885908,26
945798,26
948261,24
99090,34
788134,29
980643,23
826134,27
42694,36
1142175,21
814590,28
555386,30
290927,30
158263,33
831799,28
829932,28
859999,28
158243,33
255389,32
249399,32
974505,25
895324,27
12994,39
944656,26
901325,28
822933,29
823984,28
944660,25
74915,38
1094179,25
263651,32
128383,34
830659,29
860307,27
1127057,22
798835,30
822600,27
1099352,23
1171451,21
556866,28
770677,29
282229,29
383560,31
67769,33
115516,34
117777,33
799054,29
929620,24
944327,25
352296,29
798303,28
157377,33
990550,25
814023,28
1034082,24
872919,28
149656,32
1005744,24
999276,23
1127823,23
850891,29
787422,32
865523,26
352290,29
191210,31
827212,27
798583,27
941168,25
96538,33
859025,26
250737,31
818244,29
978838,24
996952,23
826643,27
879674,26
974087,25
1154605,21
788027,28
979128,22
164055,32
1387161,21
826215,27
352370,30
996958,23
1130939,24
234148,35
1142672,20
848276,29
791702,29
797291,29
913654,26
1402913,19
149734,32
794939,28
827606,30
784655,30
1402912,19
789071,28
910031,25
823622,29
855833,26
592010,30
992587,23
353138,31
1085400,24
581310,30
930267,25
1094106,23
876214,25
177177,30
966837,27
1103693,22
785989,33
1145642,23
984624,23
138530,32
885908,26
152077,32
877994,26
945798,26
856714,27
994546,23
948261,24
991011,23
914902,25
108579,33
827679,28
1142703,21
99090,34
814590,28
290927,30
980643,23
788134,29
826134,27
864921,28
42694,36
1142175,21
934235,24
966547,24
555386,30
158263,33
831799,28
829932,28
859999,28
158243,33
255389,32
1099352,23
974505,25
895324,27
944656,26
12994,39
901325,28
74915,38
822933,29
249399,32
823984,28
263651,32
128383,34
860307,27
830659,29
944660,25
798835,30
822600,27
1171451,21
1127057,22
1094179,25
191210,31
996958,23
826215,27
879674,26
788027,28
1142672,20
250737,31
978838,24
979128,22
1154605,21
826643,27
798583,27
96538,33
818244,29
996952,23
827212,27
1387161,21
164055,32
352370,30
941168,25
859025,26
1130939,24
974087,25
234148,35
848276,29
791702,29
788134,29
1003339,23
827679,28
877994,26
945798,26
856714,27
934235,24
948261,24
864921,28
814590,28
290927,30
555386,30
994546,23
991011,23
885908,26
826134,27
980643,23
138530,32
99090,34
152077,32
1142703,21
42694,36
914902,25
108579,33
966547,24
797291,29
913654,26
1402913,19
149734,32
794939,28
827606,30
784655,30
1402912,19
789071,28
910031,25
823622,29
992587,23
855833,26
1085400,24
592010,30
876214,25
966837,27
581310,30
930267,25
1094106,23
353138,31
177177,30
1103693,22
785989,33
1145642,23
984624,23
158263,33
822933,29
829932,28
859999,28
158243,33
249399,32
974505,25
895324,27
901325,28
12994,39
944656,26
74915,38
255389,32
831799,28
860307,27
1099352,23
830659,29
128383,34
263651,32
822600,27
944660,25
1127057,22
1171451,21
798835,30
1094179,25
823984,28
843115,26
138892,32
318941,29
1087359,23
989768,24
1190933,21
902029,26
879349,26
288205,31
851671,26
750,41
252821,32
979222,23
830431,26
331209,31
851284,27
252669,33
253809,32
983542,24
843200,27
1001196,24
945122,27
988351,25
280955,29
280979,29
934510,25
1000465,25
1194333,22
954524,28
358822,30
1597255,19
823992,30
358890,30
1014276,28
793857,28
1118429,22
791355,31
888187,29
926479,26
333625,33
1165681,25
1403410,23
796361,31
791592,35
978392,26
792386,35
1403414,22
893000,33
871965,28
785512,32
358880,30
985882,25
138530,32
885908,26
827679,28
877994,26
945798,26
994546,23
856714,27
966547,24
991011,23
914902,25
108579,33
934235,24
1142703,21
948261,24
864921,28
814590,28
980643,23
788134,29
152077,32
1003339,23
99090,34
826134,27
42694,36
1142175,21
290927,30
555386,30
1457083,34
1087805,25
1218056,22
920514,27
844942,28
