isHome,shotType,goalType,situation,shootoutOrder,bodyPart,goalMouthLocation,xg,xgot,id,time,timeSeconds,incidentType,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,player.name,player.firstName,player.lastName,player.slug,player.shortName,player.position,player.jerseyNumber,player.userCount,player.gender,player.sofascoreId,player.id,player.fieldTranslations.nameTranslation.ar,player.fieldTranslations.nameTranslation.ru,player.fieldTranslations.shortNameTranslation.ar,player.fieldTranslations.shortNameTranslation.ru,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalkeeper.name,goalkeeper.slug,goalkeeper.shortName,goalkeeper.position,goalkeeper.jerseyNumber,goalkeeper.userCount,goalkeeper.gender,goalkeeper.sofascoreId,goalkeeper.id,goalkeeper.fieldTranslations.nameTranslation.ar,goalkeeper.fieldTranslations.nameTranslation.bn,goalkeeper.fieldTranslations.nameTranslation.hi,goalkeeper.fieldTranslations.nameTranslation.ru,goalkeeper.fieldTranslations.shortNameTranslation.ar,goalkeeper.fieldTranslations.shortNameTranslation.bn,goalkeeper.fieldTranslations.shortNameTranslation.hi,goalkeeper.fieldTranslations.shortNameTranslation.ru,draw.start.x,draw.start.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,player.fieldTranslations.nameTranslation.bn,player.fieldTranslations.nameTranslation.hi,player.fieldTranslations.shortNameTranslation.bn,player.fieldTranslations.shortNameTranslation.hi,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.block.x,draw.block.y,addedTime,match_id,goalkeeper.firstName,goalkeeper.lastName
False,goal,penalty,shootout,6.0,left-foot,high-right,0.7884,0.98532944917679,7611239,132,7906,shot,4,194,706,José Canale,Jose,Canale,jose-canale,J. Canale,D,13,1009,M,eidkg8,877452,خوسيه كانالي,Хосе Канале,خ. كانالي,Х. Канале,11.5,50.0,0,0,47.7,29.1,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,50.0,11.5,52.3,0,52.3,70.9,,,,,,,,,,,12813014,,
True,miss,,shootout,6.0,right-foot,high,0.7884,0.0,7611238,132,7864,shot,4,236,664,Jonathan Tah,Jonathan,Tah,jonathan-tah,J. Tah,D,4,13544,M,jonatah,227672,جوناثان تاه,Жонатан Та,ج. تاه,Ж. Та,11.5,50.0,0,0,55.6,94.4,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,50.0,11.5,44.4,0,44.4,5.6,জোনাথন তাহ,जोनाथन ताह,জে. তাহ,जे. ताह,,,,,,,12813014,,
False,save,,shootout,5.0,right-foot,low-right,0.7884,0.85194629430771,7611237,131,7811,shot,5,289,611,Fabián Balbuena,,,fabian-balbuena,F. Balbuena,D,2,2033,M,x2yput,339447,فابيان بالبوينا,Фабиан Бальбуэна,ف. بالبوينا,Ф. Бальбуэна,11.5,50.0,0,0,47.3,7.0,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,50.0,11.5,52.7,0,52.7,93.0,ফ্যাবিয়ান বালবুয়েনা,फैबियान बाल्बुएना,এফ. বালবুয়েনা,एफ. बाल्बुएना,0.7,50.0,0.0,50.0,0.7,,12813014,,
True,goal,penalty,shootout,5.0,right-foot,low-right,0.7884,0.8372705578804,7611195,130,7758,shot,6,342,558,Nadiem Amiri,Nadiem,Amiri,nadiem-amiri,N. Amiri,M,10,4088,M,vp3ues,327755,ناديم أميري,Надим Амири,ن. أميري,Н. Амири,11.5,50.0,0,0,47.1,10.1,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,50.0,11.5,52.9,0,52.9,89.9,নাদিম আমিরি,नादिम अमीरी,এন. আমিরি,एन. अमीरी,,,,,,,12813014,,
False,miss,,shootout,4.0,right-foot,close-left,0.7884,0.0,7611194,129,7697,shot,7,403,497,Antonio Sanabria,Antonio,Sanabria,antonio-sanabria,A. Sanabria,F,99,4190,M,wz3hzk,333261,أنطونيو سانابريا,Антонио Санабрия,أ. سانابريا,А. Санабрия,11.5,50.0,0,0,56.8,16.7,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,50.0,11.5,43.2,0,43.2,83.3,আন্তোনিও সানাব্রিয়া,एंटोनियो सनाब्रिया,এ. সানাব্রিয়া,ए. सनाब्रिया,,,,,,,12813014,,
True,save,,shootout,4.0,right-foot,low-right,0.7884,0.6888473033905,7611193,128,7635,shot,8,465,435,Nick Woltemade,Nick,Woltemade,nick-woltemade,N. Woltemade,F,27,57293,M,iwwc58,980623,نيك ولتيماد,Ник Вольтемаде,ن. ولتيماد,Н. Вольтемаде,11.5,50.0,0,0,46.6,7.0,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,50.0,11.5,53.4,0,53.4,93.0,নিক ওল্টেমেড,निक वोल्टेमेड,এন. ওলটেমেড,एन. वोल्टेमेड,0.3,50.2,0.0,50.2,0.3,,12813014,,
False,goal,penalty,shootout,3.0,left-foot,low-left,0.7884,0.78587490320206,7611192,127,7590,shot,9,510,390,Matías Galarza,Matías Galarza,,matias-galarza,M. Galarza,M,23,4958,M,eksram,1105836,ماتياس غالارزا,Матиас Галарса,م. غالارزا,М. Галарса,11.5,50.0,0,0,52.8,1.3,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,50.0,11.5,47.2,0,47.2,98.7,মাতিয়াস গালারজা,मटियास गलार्ज़ा,এম গালারজা,एम. गलार्ज़ा,,,,,,,12813014,,
True,goal,penalty,shootout,3.0,right-foot,low-left,0.7884,0.80938845872879,7611191,126,7540,shot,10,560,340,Jamal Musiala,,,jamal-musiala,J. Musiala,M,10,134536,M,Bambi,1010231,جمال موسيالا,Джамал Мусиала,ج. موسيالا,Д. Мусиала,11.5,50.0,0,0,54.0,1.9,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,50.0,11.5,46.0,0,46.0,98.1,জামাল মুসিয়ালা,जमाल मुसियाला,জে. মুসিয়ালা,जे. मुसियाला,,,,,,,12813014,,
False,goal,penalty,shootout,2.0,right-foot,low-right,0.7884,0.78814029693604,7611190,125,7493,shot,11,607,293,Gustavo Gómez,,,gustavo-gomez,G. Gómez,D,15,11093,M,gustavogomez,220833,غوستافو غوميز,Густаво Гомес,غ. غوميز,Г. Гомес,11.5,50.0,0,0,47.7,1.9,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,50.0,11.5,52.3,0,52.3,98.1,গুস্তাভো গোমেজ,गुस्तावो गोमेज़,জি. গোমেজ,जी. गोमेज़,,,,,,,12813014,,
True,goal,penalty,shootout,2.0,right-foot,low-left,0.7884,0.6666464805603,7611189,125,7446,shot,11,654,246,Joshua Kimmich,Joshua,Kimmich,joshua-kimmich,J. Kimmich,M,6,53888,M,Jok_32,259117,جوشوا كيميش,Джошуа Киммих,ج. كيميش,Д. Киммих,11.5,50.0,0,0,53.1,5.7,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,50.0,11.5,46.9,0,46.9,94.3,জোশুয়া কিমিচ,जोशुआ किमिच,জে. কিমিচ,जे. किमिच,,,,,,,12813014,,
False,goal,penalty,shootout,1.0,left-foot,low-right,0.7884,0.81514942646027,7611188,124,7386,shot,12,714,186,Mauricio,,,mauricio,Mauricio,M,18,9438,M,b7496b,986233,ماوريسيو,Маурисио,ماوريسيو,Маурисио,11.5,50.0,0,0,45.9,17.1,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,50.0,11.5,54.1,0,54.1,82.9,মাউরিসিও,मौरिसियो,মাউরিসিও,मौरिसियो,,,,,,,12813014,,
True,save,,shootout,1.0,left-foot,high-centre,0.7884,0.99077588319778,7611187,122,7318,shot,14,782,118,Kai Havertz,Kai,Havertz,kai-havertz,K. Havertz,F,29,82094,M,KaiHav,836705,كاي هافيرتس,Кай Хаверц,ك. هافيرتس,К. Хаверц,11.5,50.0,0,0,48.6,20.3,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,50.0,11.5,51.4,0,51.4,79.7,কাই হাভার্টজ,काई हावर्ट्ज़,কে. হাভার্টজ,के. हावर्ट्ज़,0.2,49.6,0.0,49.6,0.2,,12813014,,
True,miss,,free-kick,,right-foot,close-right,0.03206604346633,0.0,7611186,120,7244,shot,1,856,44,Nadiem Amiri,Nadiem,Amiri,nadiem-amiri,N. Amiri,M,10,4088,M,vp3ues,327755,ناديم أميري,Надим Амири,ن. أميري,Н. Амири,24.8,73.3,0,0,42.5,29.2,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,73.3,24.8,57.5,0,57.5,70.8,নাদিম আমিরি,नादिम अमीरी,এন. আমিরি,एन. अमीरी,,,,,,1.0,12813014,,
True,save,,corner,,head,high-centre,0.18992732465267,0.32587420940399,7611185,119,7101,shot,2,99,801,Waldemar Anton,Waldemar,Anton,waldemar-anton,W. Anton,D,3,3078,M,ftx8sb,799046,فالديمار أنطون,Вальдемар Антон,ف. أنطون,В. Антон,5.1,50.1,0,0,50.4,22.2,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,50.1,5.1,49.6,0,49.6,77.8,ওয়াল্ডেমার অ্যান্টন,वाल्डेमर एंटोन,ডব্লিউ. অ্যান্টন,डब्लू. एंटोन,0.59999999999999,50.7,0.0,50.7,0.59999999999999,,12813014,,
True,save,,corner,,right-foot,high-centre,0.010139380581677,0.050199739634991,7611081,111,6606,shot,10,594,306,Joshua Kimmich,Joshua,Kimmich,joshua-kimmich,J. Kimmich,M,6,53888,M,Jok_32,259117,جوشوا كيميش,Джошуа Киммих,ج. كيميش,Д. Киммих,0.5,0.5,0,0,49.0,31.7,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,0.5,0.5,51.0,0,51.0,68.3,জোশুয়া কিমিচ,जोशुआ किमिच,জে. কিমিচ,जे. किमिच,1.1,49.6,0.0,49.6,1.1,,12813014,,
True,save,,assisted,,head,high-left,0.24591021239758,0.73435455560684,7611006,105,6540,shot,1,660,240,Kai Havertz,Kai,Havertz,kai-havertz,K. Havertz,F,29,82094,M,KaiHav,836705,كاي هافيرتس,Кай Хаверц,ك. هافيرتس,К. Хаверц,4.1,55.5,0,0,52.1,22.2,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,55.5,4.1,47.9,0,47.9,77.8,কাই হাভার্টজ,काई हावर्ट्ज़,কে. হাভার্টজ,के. हावर्ट्ज़,1.2,52.5,0.0,52.5,1.2,5.0,12813014,,
True,miss,,regular,,left-foot,left,0.13509154319763,0.0,7610985,97,5805,shot,9,495,405,Nick Woltemade,Nick,Woltemade,nick-woltemade,N. Woltemade,F,27,57293,M,iwwc58,980623,نيك ولتيماد,Ник Вольтемаде,ن. ولتيماد,Н. Вольтемаде,9.5,51.6,0,0,61.3,11.1,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,51.6,9.5,38.7,0,38.7,88.9,নিক ওল্টেমেড,निक वोल्टेमेड,এন. ওলটেমেড,एन. वोल्टेमेड,8.1,49.6,0.0,49.6,8.1,,12813014,,
True,block,,regular,,right-foot,low-centre,0.03085152618587,0.0,7610942,93,5542,shot,13,758,142,Joshua Kimmich,Joshua,Kimmich,joshua-kimmich,J. Kimmich,M,6,53888,M,Jok_32,259117,جوشوا كيميش,Джошуа Киммих,ج. كيميش,Д. Киммих,22.6,36.6,0,0,48.4,8.3,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,36.6,22.6,51.6,0,51.6,91.7,জোশুয়া কিমিচ,जोशुआ किमिच,জে. কিমিচ,जे. किमिच,9.0,46.7,0.0,46.7,9.0,,12813014,,
True,block,,regular,,left-foot,low-centre,0.14010736346245,0.0,7610941,93,5540,shot,13,760,140,Nick Woltemade,Nick,Woltemade,nick-woltemade,N. Woltemade,F,27,57293,M,iwwc58,980623,نيك ولتيماد,Ник Вольтемаде,ن. ولتيماد,Н. Вольтемаде,13.6,43.1,0,0,49.9,4.2,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,43.1,13.6,50.1,0,50.1,95.8,নিক ওল্টেমেড,निक वोल्टेमेड,এন. ওলটেমেড,एन. वोल्टेमेड,9.8,45.5,0.0,45.5,9.8,,12813014,,
False,block,,regular,,left-foot,high-centre,0.022836485877633,0.0,7610901,90,5524,shot,1,776,124,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,12780,M,miguel_almiron,333373,ميغيل ألميرون,Мигель Альмирон,م. ألميرون,М. Альмирон,24.6,37.4,0,0,50.6,22.2,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,37.4,24.6,49.4,0,49.4,77.8,মিগুয়েল আলমিরন,मिगुएल अल्मिरोन,এম. আলমিরন,एम. अल्मिरोन,14.0,43.3,0.0,43.3,14.0,3.0,12813014,,
True,save,,corner,,head,low-left,0.011879332363605,0.033470183610916,7610900,90,5481,shot,1,819,81,Jonathan Tah,Jonathan,Tah,jonathan-tah,J. Tah,D,4,13544,M,jonatah,227672,جوناثان تاه,Жонатан Та,ج. تاه,Ж. Та,7.7,37.6,0,0,52.2,19.6,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,37.6,7.7,47.8,0,47.8,80.4,জোনাথন তাহ,जोनाथन ताह,জে. তাহ,जे. ताह,0.90000000000001,46.7,0.0,46.7,0.90000000000001,2.0,12813014,,
True,block,,assisted,,right-foot,low-left,0.023313157260418,0.0,7610899,90,5415,shot,1,885,15,Joshua Kimmich,Joshua,Kimmich,joshua-kimmich,J. Kimmich,M,6,53888,M,Jok_32,259117,جوشوا كيميش,Джошуа Киммих,ج. كيميش,Д. Киммих,21.1,64.3,0,0,53.6,19.0,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,64.3,21.1,46.4,0,46.4,81.0,জোশুয়া কিমিচ,जोशुआ किमिच,জে. কিমিচ,जे. किमिच,17.9,61.6,0.0,61.6,17.9,1.0,12813014,,
True,miss,,corner,,head,close-left,0.049868501722813,0.0,7610898,86,5137,shot,5,263,2437,Leon Goretzka,Leon,Goretzka,leon-goretzka,L. Goretzka,M,,15115,M,leon_goretzka,184661,ليون غوريتسكا,Леон Горецка,ل. غوريتسكا,Л. Горецка,9.0,52.9,0,0,59.2,6.9,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,52.9,9.0,40.8,0,40.8,93.1,লিওন গোরেটজকা,लियोन गोरेट्ज़का,এল. গোরেটজকা,एल. गोरेट्ज़का,3.8,46.4,0.0,46.4,3.8,,12813014,,
True,block,,free-kick,,right-foot,low-centre,0.033932123333216,0.0,7610873,80,4745,shot,11,655,2045,Florian Wirtz,,,florian-wirtz,F. Wirtz,M,7,159972,M,FWirtz,1019322,فلوريان فيرتز,Флориан Вирц,ف. فيرتز,Ф. Вирц,27.9,39.7,0,0,50.6,19.0,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,39.7,27.9,49.4,0,49.4,81.0,ফ্লোরিয়ান উইর্টজ,फ्लोरियन विर्ट्ज़,এফ. উইর্টজ,एफ. विर्ट्ज़,18.0,43.1,0.0,43.1,18.0,,12813014,,
True,save,,assisted,,head,low-right,0.1499979197979,0.37692257761955,7610872,78,4626,shot,13,774,1926,Kai Havertz,Kai,Havertz,kai-havertz,K. Havertz,F,29,82094,M,KaiHav,836705,كاي هافيرتس,Кай Хаверц,ك. هافيرتس,К. Хаверц,7.3,52.8,0,0,47.9,17.1,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,52.8,7.3,52.1,0,52.1,82.9,কাই হাভার্টজ,काई हावर्ट्ज़,কে. হাভার্টজ,के. हावर्ट्ज़,1.2,50.4,0.0,50.4,1.2,,12813014,,
False,miss,,corner,,head,close-left,0.033408150076866,0.0,7610848,70,4142,shot,21,1258,1442,Gustavo Gómez,,,gustavo-gomez,G. Gómez,D,15,11093,M,gustavogomez,220833,غوستافو غوميز,Густаво Гомес,غ. غوميز,Г. Гомес,1.9,38.5,0,0,59.2,26.4,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,38.5,1.9,40.8,0,40.8,73.6,গুস্তাভো গোমেজ,गुस्तावो गोमेज़,জি. গোমেজ,जी. गोमेज़,0.099999999999994,42.4,0.0,42.4,0.099999999999994,,12813014,,
True,block,,free-kick,,left-foot,low-centre,0.090674117207527,0.0,7610846,66,3954,shot,25,1446,1254,Leroy Sané,,,leroy-sane,L. Sané,M,10,45901,M,LeroySane,293519,ليروي ساني,Лерой Зане,ل. ساني,Л. Зане,25.5,68.7,0,0,50.2,19.0,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,68.7,25.5,49.8,0,49.8,81.0,লিরোয় সানে,लेरॉय साने,এল. সানে,एल. साने,1.0,50.5,0.0,50.5,1.0,,12813014,,
False,save,,assisted,,head,high-centre,0.051116574555635,0.034875262528658,7610817,59,3529,shot,32,1871,829,Gustavo Caballero,Gustavo,Caballero,gustavo-caballero,G. Caballero,M,17,1757,M,snxzw5,988656,غوستافو كاباليرو,Густаво Кабальеро,غ. كاباليرو,Г. Кабальеро,7.4,58.4,0,0,49.3,22.2,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,58.4,7.4,50.7,0,50.7,77.8,,,,,1.5,52.0,0.0,52.0,1.5,,12813014,,
True,block,,assisted,,right-foot,low-centre,0.044878713786602,0.0,7610815,56,3332,shot,35,2068,632,Aleksandar Pavlović,,,aleksandar-pavlovic,A. Pavlović,M,45,20700,M,alekspavlovic_,1142251,ألكسندر بافلوفيتش,Александар Павлович,أ. بافلوفيتش,А. Павлович,22.0,50.9,0,0,49.1,19.0,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,50.9,22.0,50.9,0,50.9,81.0,আলেকসান্ডার পাভলোভিচ,एलेक्ज़ेंडर पावलोविच,এ. পাভলোভিচ,ए. पावलोविच,17.3,50.9,0.0,50.9,17.3,,12813014,,
True,block,,regular,,right-foot,low-left,0.20047657191753,0.0,7610816,56,3330,shot,35,2070,630,Leon Goretzka,Leon,Goretzka,leon-goretzka,L. Goretzka,M,,15115,M,leon_goretzka,184661,ليون غوريتسكا,Леон Горецка,ل. غوريتسكا,Л. Горецка,12.1,53.9,0,0,52.3,8.3,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,53.9,12.1,47.7,0,47.7,91.7,লিওন গোরেটজকা,लियोन गोरेट्ज़का,এল. গোরেটজকা,एल. गोरेट्ज़का,6.6,51.4,0.0,51.4,6.6,,12813014,,
True,goal,regular,assisted,,head,low-right,0.033937875181437,0.34467142820358,7610814,54,3222,shot,37,2178,522,Kai Havertz,Kai,Havertz,kai-havertz,K. Havertz,F,29,82094,M,KaiHav,836705,كاي هافيرتس,Кай Хаверц,ك. هافيرتس,К. Хаверц,11.1,47.8,0,0,46.1,10.1,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,47.8,11.1,53.9,0,53.9,89.9,কাই হাভার্টজ,काई हावर्ट्ज़,কে. হাভার্টজ,के. हावर्ट्ज़,,,,,,,12813014,,
False,miss,,regular,,right-foot,right,0.051514893770218,0.0,7610902,50,2965,shot,41,2435,265,Julio Enciso,,,julio-enciso,J. Enciso,M,19,24043,M,julioenciso.33,973556,خوليو إنسيسو,Хулио Энсисо,خ. إنسيسو,Х. Энсисо,5.7,31.6,0,0,38.3,4.2,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,31.6,5.7,61.7,0,61.7,95.8,জুলিও এনসিসো,जूलियो एनकिसो,জে. এনসিসো,जे. एनकिसो,4.5,36.1,0.0,36.1,4.5,,12813014,,
True,miss,,corner,,right-foot,close-left,0.030108546838164,0.0,7610336,45,2822,shot,1,2578,122,Joshua Kimmich,Joshua,Kimmich,joshua-kimmich,J. Kimmich,M,6,53888,M,Jok_32,259117,جوشوا كيميش,Джошуа Киммих,ج. كيميش,Д. Киммих,3.3,31.3,0,0,56.5,34.7,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,31.3,3.3,43.5,0,43.5,65.3,জোশুয়া কিমিচ,जोशुआ किमिच,জে. কিমিচ,जे. किमिच,0.0,43.1,0.0,43.1,0.0,3.0,12813014,,
True,miss,,regular,,left-foot,high-left,0.022658947855234,0.0,7610151,45,2676,shot,1,24,2676,Joshua Kimmich,Joshua,Kimmich,joshua-kimmich,J. Kimmich,M,6,53888,M,Jok_32,259117,جوشوا كيميش,Джошуа Киммих,ج. كيميش,Д. Киммих,21.9,51.5,0,0,56.3,81.9,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,51.5,21.9,43.7,0,43.7,18.1,জোশুয়া কিমিচ,जोशुआ किमिच,জে. কিমিচ,जे. किमिच,,,,,,,12813014,,
False,goal,regular,corner,,head,low-left,0.074424892663956,0.27146199345589,7610149,42,2480,shot,4,220,2480,Julio Enciso,,,julio-enciso,J. Enciso,M,19,24043,M,julioenciso.33,973556,خوليو إنسيسو,Хулио Энсисо,خ. إنسيسو,Х. Энсисо,10.3,50.4,0,0,52.4,14.6,Manuel Neuer,manuel-neuer,M. Neuer,G,1,60537.0,M,MNeuer,8959.0,مانويل نوير,ম্যানুয়েল নিউয়ার,मैनुअल नॉयर,Мануэль Нойер,م. نوير,এম. নিউয়ার,एम. नॉयर,М. Нойер,50.4,10.3,47.6,0,47.6,85.4,জুলিও এনসিসো,जूलियो एनकिसो,জে. এনসিসো,जे. एनकिसो,,,,,,,12813014,,
True,block,,assisted,,left-foot,low-centre,0.022250112146139,0.0,7610120,33,1970,shot,13,730,1970,Kai Havertz,Kai,Havertz,kai-havertz,K. Havertz,F,29,82094,M,KaiHav,836705,كاي هافيرتس,Кай Хаверц,ك. هافيرتس,К. Хаверц,18.8,34.2,0,0,51.5,19.0,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,34.2,18.8,48.5,0,48.5,81.0,কাই হাভার্টজ,काई हावर्ट्ज़,কে. হাভার্টজ,के. हावर्ट्ज़,17.7,35.0,0.0,35.0,17.7,,12813014,,
True,miss,,corner,,right-foot,high,0.037211231887341,0.0,7610017,8,447,shot,38,2253,447,Florian Wirtz,,,florian-wirtz,F. Wirtz,M,7,159972,M,FWirtz,1019322,فلوريان فيرتز,Флориан Вирц,ف. فيرتز,Ф. Вирц,21.8,47.4,0,0,48.9,91.7,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,47.4,21.8,51.1,0,51.1,8.3,ফ্লোরিয়ান উইর্টজ,फ्लोरियन विर्ट्ज़,এফ. উইর্টজ,एफ. विर्ट्ज़,,,,,,,12813014,,
True,miss,,assisted,,right-foot,high-right,0.033880010247231,0.0,7609962,6,307,shot,40,2393,307,Deniz Undav,Deniz,Undav,deniz-undav,D. Undav,F,26,26697,M,denizundav,794298,دينيز أونداف,Дениз Ундав,د. أونداف,Д. Ундав,10.0,30.7,0,0,40.0,51.4,Orlando Gill,orlando-gil,O. Gill,G,12,14396.0,M,kmvtwa,991709.0,أورلاندو جيل,,,Орландо Хиль,أ. جيل,,,О. Хиль,30.7,10.0,60.0,0,60.0,48.6,ডেনিজ উন্দাভ,डेनिस उंदाव,ডি. উন্দাভ,डी. उंदाव,,,,,,,12813014,,
