isHome,shotType,goalType,situation,shootoutOrder,bodyPart,goalMouthLocation,xg,xgot,id,time,timeSeconds,incidentType,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,player.name,player.firstName,player.lastName,player.slug,player.shortName,player.position,player.jerseyNumber,player.userCount,player.gender,player.sofascoreId,player.id,player.fieldTranslations.nameTranslation.ar,player.fieldTranslations.nameTranslation.ru,player.fieldTranslations.shortNameTranslation.ar,player.fieldTranslations.shortNameTranslation.ru,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalkeeper.name,goalkeeper.slug,goalkeeper.shortName,goalkeeper.position,goalkeeper.jerseyNumber,goalkeeper.userCount,goalkeeper.gender,goalkeeper.sofascoreId,goalkeeper.id,goalkeeper.fieldTranslations.nameTranslation.ar,goalkeeper.fieldTranslations.nameTranslation.bn,goalkeeper.fieldTranslations.nameTranslation.hi,goalkeeper.fieldTranslations.nameTranslation.ru,goalkeeper.fieldTranslations.shortNameTranslation.ar,goalkeeper.fieldTranslations.shortNameTranslation.bn,goalkeeper.fieldTranslations.shortNameTranslation.hi,goalkeeper.fieldTranslations.shortNameTranslation.ru,draw.start.x,draw.start.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,player.fieldTranslations.nameTranslation.bn,player.fieldTranslations.nameTranslation.hi,player.fieldTranslations.shortNameTranslation.bn,player.fieldTranslations.shortNameTranslation.hi,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.block.x,draw.block.y,addedTime,match_id,goalkeeper.firstName,goalkeeper.lastName
False,goal,penalty,shootout,2.0,right-foot,low-left,0.7884,0.84206992387772,7635097,125,7464,shot,11,636,264,Rami Rabia,,,rami-rabia,R. Rabia,D,25,3793,M,vbrqns,295339,رامي ربيعة,Рами Рабиа,ر. ربيعة,Р. Рабиа,11.5,50.0,0,0,52.0,1.3,Mathew Ryan,mathew-ryan,M. Ryan,G,13,2015.0,M,wsqbpk,134029.0,ماثيو رايان,ম্যাথু রায়ান,मैथ्यू रयान,Мэтью Райан,م. رايان,এম. রায়ান,एम. रयान,М. Райан,50.0,11.5,48.0,0,48.0,98.7,,,,,,,,,,,12813018,Mathew,Ryan
True,goal,penalty,shootout,2.0,right-foot,high-right,0.7884,0.98496925830841,7635096,124,7403,shot,12,697,203,Jackson Irvine,Jackson,Irvine,jackson-irvine,J. Irvine,M,36,2271,M,wum8bk,181581,جاكسون إرفين,Джексон Ирвайн,ج. إرفين,Д. Ирвайн,11.5,50.0,0,0,46.6,24.1,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,50.0,11.5,53.4,0,53.4,75.9,জ্যাকসন আরভিন,जैक्सन इरविन,জে. আরভিন,जे. इरविन,,,,,,,12813018,,
False,goal,penalty,shootout,1.0,right-foot,low-left,0.7884,0.8971631526947,7635095,123,7353,shot,13,747,153,Mahmoud Saber,,,mahmoud-saber,M. Saber,M,77,3250,M,5f75ya,1101624,محمود صابر,Махмуд Сабер,م. صابر,М. Сабер,11.5,50.0,0,0,54.0,17.7,Mathew Ryan,mathew-ryan,M. Ryan,G,13,2015.0,M,wsqbpk,134029.0,ماثيو رايان,ম্যাথু রায়ান,मैथ्यू रयान,Мэтью Райан,م. رايان,এম. রায়ান,एम. रयान,М. Райан,50.0,11.5,46.0,0,46.0,82.3,মাহমুদ সাবের,महमूद सबेर,এম. সাবের,एम. सबेर,,,,,,,12813018,Mathew,Ryan
True,miss,,shootout,1.0,right-foot,close-high,0.7884,0.0,7635094,122,7282,shot,14,818,82,Harry Souttar,Harry,Souttar,harry-souttar,H. Souttar,D,15,3167,M,ecmfd8,808680,هاري سوتار,Харри Суттар,ه. سوتار,Х. Суттар,11.5,50.0,0,0,46.6,52.8,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,50.0,11.5,53.4,0,53.4,47.2,হ্যারি সাউটার,हैरी सॉटर,এইচ. সাউটার,एच.सौटर सॉटर,,,,,,,12813018,,
True,miss,,set-piece,,right-foot,right,0.20650000870228,0.0,7635086,120,7264,shot,1,836,64,Mohamed Touré,,,mohamed-toure,M. Touré,F,21,3569,M,cewrnh,1019061,محمد توريه,Мохамед Туре,م. توريه,М. Туре,8.9,49.3,0,0,40.5,20.8,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,49.3,8.9,59.5,0,59.5,79.2,মোহাম্মদ টোরে,मोहम्मद टूरे,এম. টোরে,एम. टूरे,5.7,53.6,0.0,53.6,5.7,2.0,12813018,,
True,block,,set-piece,,head,low-centre,0.026584999635816,0.0,7635085,120,7263,shot,1,837,63,Alessandro Circati,,,alessandro-circati,A. Circati,D,39,3077,M,hir4vp,1155423,أليساندرو تشيركاتي,Алессандро Чиркати,أ. تشيركاتي,А. Чиркати,8.8,60.6,0,0,48.7,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,60.6,8.8,51.3,0,51.3,81.0,আলেসান্দ্রো সার্কাটি,एलेसेंड्रो सिर्काटी,এ. সার্কাটি,ए. सिर्काटी,8.0,59.7,0.0,59.7,8.0,2.0,12813018,,
True,block,,free-kick,,right-foot,low-centre,0.043939098715782,0.0,7635080,118,7050,shot,3,150,750,Awer Mabil,Awer,Mabil,awer-mabil,A. Mabil,M,7,546,M,c3szyg,307082,أوير مابيل,Авер Мабиль,أ. مابيل,А. Мабиль,20.3,26.7,0,0,49.1,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,26.7,20.3,50.9,0,50.9,81.0,আওয়ার মাবিল,एवर माबिल,এ. মাবিল,ए. माबिल,13.2,35.2,0.0,35.2,13.2,,12813018,,
False,block,,assisted,,left-foot,low-left,0.034237064421177,0.0,7635063,112,6668,shot,9,532,368,Emam Ashour,,,emam-ashour,E. Ashour,M,22,125576,M,emam.ashour90,967032,إمام عاشور,Эмам Ашур,إ. عاشور,Э. Ашур,18.4,58.2,0,0,53.1,19.0,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,58.2,18.4,46.9,0,46.9,81.0,ইমাম আশুর,इमाम अशौर,ই. আশুর,ई. अशौर,8.0,51.8,0.0,51.8,8.0,,12813018,Patrick Beach,
False,miss,,assisted,,right-foot,left,0.035916674882174,0.0,7635130,109,6499,shot,12,701,199,Marwan Attia,,,attia-marwan,M. Attia,M,13,8462,M,jv3mij,1013699,مروان عطية,Марван Аттия,م. عطية,М. Аттия,26.8,53.1,0,0,61.2,5.6,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,53.1,26.8,38.8,0,38.8,94.4,"আতিয়া, মারওয়ান","अत्तिया, मरवान",এম. আতিয়া,एम. अत्तिया,15.3,47.8,0.0,47.8,15.3,,12813018,Patrick Beach,
True,miss,,regular,,head,right,0.054734386503696,0.0,7635046,106,6334,shot,15,866,34,Mohamed Touré,,,mohamed-toure,M. Touré,F,21,3569,M,cewrnh,1019061,محمد توريه,Мохамед Туре,م. توريه,М. Туре,9.7,53.0,0,0,38.2,9.7,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,53.0,9.7,61.8,0,61.8,90.3,মোহাম্মদ টোরে,मोहम्मद टूरे,এম. টোরে,एम. टूरे,,,,,,,12813018,,
False,miss,,assisted,,left-foot,left,0.018358824774623,0.0,7635039,103,6132,shot,3,168,732,Emam Ashour,,,emam-ashour,E. Ashour,M,22,125576,M,emam.ashour90,967032,إمام عاشور,Эмам Ашур,إ. عاشور,Э. Ашур,27.9,56.6,0,0,73.1,11.1,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,56.6,27.9,26.9,0,26.9,88.9,ইমাম আশুর,इमाम अशौर,ই. আশুর,ई. अशौर,,,,,,,12813018,Patrick Beach,
False,miss,,assisted,,right-foot,high,0.099384561181068,0.0,7635018,93,5558,shot,13,742,158,Mohamed Salah,Mohamed,Salah,mohamed-salah,M. Salah,M,10,661627,M,MoSalah,159665,محمد صلاح,Мохамед Салах,م. صلاح,М. Салах,10.1,66.2,0,0,51.6,75.0,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,66.2,10.1,48.4,0,48.4,25.0,মোহাম্মদ সালাহ,मोहम्मद सलाह,এম. সালাহ,एम. सलाह,,,,,,,12813018,Patrick Beach,
False,block,,assisted,,right-foot,low-left,0.1467974036932,0.0,7635002,90,5703,shot,1,597,303,Haissem Hassan,,,haissem-hassan,H. Hassan,M,10,30557,M,g8epkw,942836,هيثم حسن,Хессем Хассан,ه. حسن,Х. Хассан,11.7,60.7,0,0,54.0,16.7,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,60.7,11.7,46.0,0,46.0,83.3,হাইসেম হাসান,हैसेम हसन,এইচ. হাসান,एच. हसन,6.6,54.7,0.0,54.7,6.6,6.0,12813018,Patrick Beach,
False,block,,assisted,,right-foot,low-centre,0.027536826208234,0.0,7634995,90,5651,shot,1,649,251,Marwan Attia,,,attia-marwan,M. Attia,M,13,8462,M,jv3mij,1013699,مروان عطية,Марван Аттия,م. عطية,М. Аттия,17.0,63.6,0,0,51.0,19.0,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,63.6,17.0,49.0,0,49.0,81.0,"আতিয়া, মারওয়ান","अत्तिया, मरवान",এম. আতিয়া,एम. अत्तिया,16.3,63.0,0.0,63.0,16.3,5.0,12813018,Patrick Beach,
False,save,,corner,,left-foot,high-right,0.029099008068442,0.07332207262516,7634994,90,5608,shot,1,692,208,Mohamed Salah,Mohamed,Salah,mohamed-salah,M. Salah,M,10,661627,M,MoSalah,159665,محمد صلاح,Мохамед Салах,م. صلاح,М. Салах,13.9,64.8,0,0,47.7,22.8,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,64.8,13.9,52.3,0,52.3,77.2,মোহাম্মদ সালাহ,मोहम्मद सलाह,এম. সালাহ,एम. सलाह,1.1,52.2,0.0,52.2,1.1,4.0,12813018,Patrick Beach,
False,save,,corner,,head,high-centre,0.14705173671246,0.32735186815262,7634989,90,5579,shot,1,721,179,Rami Rabia,,,rami-rabia,R. Rabia,D,25,3793,M,vbrqns,295339,رامي ربيعة,Рами Рабиа,ر. ربيعة,Р. Рабиа,8.5,51.7,0,0,49.4,31.7,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,51.7,8.5,50.6,0,50.6,68.3,,,,,1.6,49.5,0.0,49.5,1.6,3.0,12813018,Patrick Beach,
True,block,,corner,,right-foot,low-left,0.0080873584374785,0.0,7634956,88,5232,shot,3,168,2532,Kai Trewin,,,kai-trewin,K. Trewin,M,5,234,M,q49cvj,991364,كاي تروين,Кай Тревин,ك. تروين,К. Тревин,20.2,67.6,0,0,54.3,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,67.6,20.2,45.7,0,45.7,81.0,,,,,19.3,66.6,0.0,66.6,19.3,,12813018,,
True,block,,corner,,head,low-left,0.075666211545467,0.0,7634955,88,5229,shot,3,171,2529,Jackson Irvine,Jackson,Irvine,jackson-irvine,J. Irvine,M,36,2271,M,wum8bk,181581,جاكسون إرفين,Джексон Ирвайн,ج. إرفين,Д. Ирвайн,3.9,60.0,0,0,52.5,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,60.0,3.9,47.5,0,47.5,81.0,জ্যাকসন আরভিন,जैक्सन इरविन,জে. আরভিন,जे. इरविन,2.0,54.0,0.0,54.0,2.0,,12813018,,
True,block,,fast-break,,left-foot,low-centre,0.026759350672364,0.0,7634951,86,5157,shot,5,243,2457,Ajdin Hrustić,Ajdin,Hrustic,ajdin-hrustic,A. Hrustić,M,,493,M,haxm5c,788284,أيدين هروستيتش,Айдин Хрустић,أ. هروستيتش,А. Хрустић,11.2,71.5,0,0,48.8,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,71.5,11.2,51.2,0,51.2,81.0,আজদিন হরিস্টিক,अजदिन ह्रुस्टिक,এ. হরিস্টিক,ए. ह्रुस्टिक,9.8,68.9,0.0,68.9,9.8,,12813018,,
False,block,,regular,,right-foot,low-centre,0.02679405733943,0.0,7634949,86,5106,shot,5,294,2406,Marwan Attia,,,attia-marwan,M. Attia,M,13,8462,M,jv3mij,1013699,مروان عطية,Марван Аттия,م. عطية,М. Аттия,18.5,64.6,0,0,50.4,19.0,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,64.6,18.5,49.6,0,49.6,81.0,"আতিয়া, মারওয়ান","अत्तिया, मरवान",এম. আতিয়া,एम. अत्तिया,17.9,64.1,0.0,64.1,17.9,,12813018,Patrick Beach,
True,block,,set-piece,,left-foot,low-centre,0.028456341475248,0.0,7634944,81,4856,shot,10,544,2156,Connor Metcalfe,Connor,Metcalfe,connor-metcalfe,C. Metcalfe,M,24,1258,M,dzn5sf,888854,كونور ميتكالف,Коннор Меткалф,ك. ميتكالف,К. Меткалф,16.3,48.9,0,0,50.7,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,48.9,16.3,49.3,0,49.3,81.0,কনর মেটকাফ,कॉनर मेटकाफ,সি. মেটকাফ,सी. मेटकाफ,15.6,48.9,0.0,48.9,15.6,,12813018,,
True,block,,assisted,,left-foot,low-centre,0.026591466739774,0.0,7634910,78,4620,shot,13,780,1920,Ajdin Hrustić,Ajdin,Hrustic,ajdin-hrustic,A. Hrustić,M,,493,M,haxm5c,788284,أيدين هروستيتش,Айдин Хрустић,أ. هروستيتش,А. Хрустић,11.9,74.4,0,0,48.6,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,74.4,11.9,51.4,0,51.4,81.0,আজদিন হরিস্টিক,अजदिन ह्रुस्टिक,এ. হরিস্টিক,ए. ह्रुस्टिक,10.2,71.1,0.0,71.1,10.2,,12813018,,
False,miss,,regular,,right-foot,left,0.047791857272387,0.0,7634907,73,4371,shot,18,1029,1671,Emam Ashour,,,emam-ashour,E. Ashour,M,22,125576,M,emam.ashour90,967032,إمام عاشور,Эмам Ашур,إ. عاشور,Э. Ашур,18.8,63.6,0,0,88.9,4.2,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,63.6,18.8,11.1,0,11.1,95.8,ইমাম আশুর,इमाम अशौर,ই. আশুর,ई. अशौर,,,,,,,12813018,Patrick Beach,
True,block,,regular,,right-foot,low-right,0.03303350508213,0.0,7634868,61,3635,shot,30,1765,935,Nestory Irankunda,Nestory Irankunda,,nestory-irankunda,N. Irankunda,F,66,10009,M,nestory._,1144687,نيستوري إرانكوندا,Нестори Иранкунда,ن. إرانكوندا,Н. Иранкунда,18.5,39.7,0,0,46.9,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,39.7,18.5,53.1,0,53.1,81.0,নেস্টরস ইরানকুন্ডা,नेस्टोरी ईरानकुंडा,এন. ইরঙ্কুন্ডা,एन. ईरानकुंडा,18.0,40.1,0.0,40.1,18.0,,12813018,,
True,goal,own,set-piece,,head,high-right,,,7634826,55,3249,shot,36,2151,549,Mohamed Hany,,,mohamed-hany,M. Hany,D,30,7022,M,kehvhj,826545,محمد هاني,Мохамед Хани,م. هاني,М. Хани,4.8,50.3,0,0,46.1,20.3,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,50.3,4.8,53.9,0,53.9,79.7,মোহাম্মদ হানি,मोहम्मद हनी,এম. হ্যানি,एम. हनी,,,,,,,12813018,,
False,miss,,assisted,,right-foot,close-right,0.42134734988213,0.0,7634756,46,2710,shot,45,2690,10,Omar Marmoush,Omar,Marmoush,omar-marmoush,O. Marmoush,F,7,240226,M,OMarmoush,873554,عمر مرموش,Омар Мармуш,ع. مرموش,О. Мармуш,10.2,43.6,0,0,42.4,1.4,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,43.6,10.2,57.6,0,57.6,98.6,ওমর মারমাউস,उमर मार्मौश,ও. মারমাউস,ओ. मार्मौश,,,,,,,12813018,Patrick Beach,
True,miss,,assisted,,head,right,0.12294796854258,0.0,7634729,45,2848,shot,1,2552,148,Nestory Irankunda,Nestory Irankunda,,nestory-irankunda,N. Irankunda,F,66,10009,M,nestory._,1144687,نيستوري إرانكوندا,Нестори Иранкунда,ن. إرانكوندا,Н. Иранкунда,7.3,50.2,0,0,39.7,12.5,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,50.2,7.3,60.3,0,60.3,87.5,নেস্টরস ইরানকুন্ডা,नेस्टोरी ईरानकुंडा,এন. ইরঙ্কুন্ডা,एन. ईरानकुंडा,6.4,51.4,0.0,51.4,6.4,3.0,12813018,,
True,miss,,assisted,,left-foot,left,0.024060029536486,0.0,7634693,45,2766,shot,1,2634,66,Cristian Volpato,Cristian,Volpato,cristian-volpato,C. Volpato,M,7,2183,M,8ju6qu,1155625,كريستيان فولباتو,Кристиан Вольпато,ك. فولباتو,К. Вольпато,19.6,70.1,0,0,61.7,16.7,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,70.1,19.6,38.3,0,38.3,83.3,"ভোলপাটো, ক্রিশ্চিয়ান","वोलपाटो, क्रिस्टियन",সি. ভোলপাটো,सी. वोलपाटो,,,,,,2.0,12813018,,
True,save,,throw-in-set-piece,,left-foot,low-left,0.029331305995584,0.065141372382641,7634683,35,2096,shot,11,604,2096,Aziz Behich,Aziz,Behich,aziz-behich,A. Behich,D,16,759,M,hfsd7c,576220,عزيز بهيش,Азиз Бехич,ع. بهيش,А. Бехич,16.0,32.5,0,0,53.6,5.1,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,32.5,16.0,46.4,0,46.4,94.9,আজিজ বেহিচ,अज़ीज़ बेहिच,এ. বেহিচ,ए. बेहिच,1.2,47.1,0.0,47.1,1.2,,12813018,,
False,block,,fast-break,,right-foot,high-right,0.10216721892357,0.0,7634613,16,953,shot,30,1747,953,Omar Marmoush,Omar,Marmoush,omar-marmoush,O. Marmoush,F,7,240226,M,OMarmoush,873554,عمر مرموش,Омар Мармуш,ع. مرموش,О. Мармуш,11.5,36.5,0,0,46.1,27.8,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,36.5,11.5,53.9,0,53.9,72.2,ওমর মারমাউস,उमर मार्मौश,ও. মারমাউস,ओ. मार्मौश,7.0,42.8,0.0,42.8,7.0,,12813018,Patrick Beach,
True,miss,,throw-in-set-piece,,left-foot,right,0.067795112729073,0.0,7634611,15,866,shot,31,1834,866,Aiden O'Neill,Aiden,O'Neill,aiden-oneill,A. O'Neill,M,21,730,M,rk7f8m,847938,ايدين اونيل,Эйден О'Нил,ا. اونيل,Э. О'Нил,14.8,34.2,0,0,16.5,4.2,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,34.2,14.8,83.5,0,83.5,95.8,"ও'নিল, এইডেন","ओ'नील, ऐडन",এ. ও'নিল,ए. ओ'नील,,,,,,,12813018,,
True,block,,throw-in-set-piece,,right-foot,low-centre,0.048197720199823,0.0,7634612,15,863,shot,31,1837,863,Connor Metcalfe,Connor,Metcalfe,connor-metcalfe,C. Metcalfe,M,24,1258,M,dzn5sf,888854,كونور ميتكالف,Коннор Меткалф,ك. ميتكالف,К. Меткалф,16.0,52.8,0,0,49.7,19.0,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,52.8,16.0,50.3,0,50.3,81.0,কনর মেটকাফ,कॉनर मेटकाफ,সি. মেটকাফ,सी. मेटकाफ,14.2,52.5,0.0,52.5,14.2,,12813018,,
False,goal,regular,set-piece,,head,low-left,0.17443935573101,0.74164652824402,7634608,13,744,shot,33,1956,744,Emam Ashour,,,emam-ashour,E. Ashour,M,22,125576,M,emam.ashour90,967032,إمام عاشور,Эмам Ашур,إ. عاشور,Э. Ашур,7.4,44.4,0,0,53.7,3.8,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,44.4,7.4,46.3,0,46.3,96.2,ইমাম আশুর,इमाम अशौर,ই. আশুর,ई. अशौर,,,,,,,12813018,Patrick Beach,
False,block,,set-piece,,right-foot,low-right,0.010037479922175,0.0,7634607,13,737,shot,33,1963,737,Emam Ashour,,,emam-ashour,E. Ashour,M,22,125576,M,emam.ashour90,967032,إمام عاشور,Эмам Ашур,إ. عاشور,Э. Ашур,14.3,28.9,0,0,46.7,19.0,Patrick Beach,patrick-beach,P. Beach,G,1,2293.0,M,5faedi,1177240.0,باتريك بيتش,,,Патрик Бич,ب. بيتش,,,П. Бич,28.9,14.3,53.3,0,53.3,81.0,ইমাম আশুর,इमाम अशौर,ই. আশুর,ई. अशौर,7.9,39.9,0.0,39.9,7.9,,12813018,Patrick Beach,
True,post,,assisted,,left-foot,high,0.020157130435109,0.0,7634601,5,251,shot,41,2449,251,Cristian Volpato,Cristian,Volpato,cristian-volpato,C. Volpato,M,7,2183,M,8ju6qu,1155625,كريستيان فولباتو,Кристиан Вольпато,ك. فولباتو,К. Вольпато,25.0,53.4,0,0,52.5,40.5,Mostafa Shobeir,mostafa-shobeir,M. Shobeir,G,31,25997.0,M,tdqpnk,1048378.0,مصطفى شوبير,মোস্তফা শোবের,मुस्तफा शोबैर,Мостафа Шобейр,م. شوبير,এম. শোবের,एम. शोबैर,М. Шобейр,53.4,25.0,47.5,0,47.5,59.5,"ভোলপাটো, ক্রিশ্চিয়ান","वोलपाटो, क्रिस्टियन",সি. ভোলপাটো,सी. वोलपाटो,,,,,,,12813018,,
False,miss,,regular,,right-foot,left,0.025534762069583,0.0,7635344,120,7301,shot,1,799,101,Hélio Varela,,,varela-helio,H. Varela,M,29,1053,M,iwm9yk,1094395,هيليو فاريلا,Элио Варела,هـ. فاريلا,Э. Варела,27.4,59.9,0,0,63.0,2.8,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,79285.0,M,EmiMartinez,158263.0,إيميليانو مارتينيز,এমিলিয়ানো মার্টিনেজ,एमिलियानो मार्टिनेज,Эмилиано Мартинес,إ. مارتينيز,ই. মার্টিনেজ,ई. मार्टिनेज,Э. Мартинес,59.9,27.4,37.0,0,37.0,97.2,হেলিও ভারেলা,हेलियो वारेला,এইচ. ভারেলা,एच. वारेला,,,,,,2.0,12812999,,
False,block,,corner,,right-foot,low-left,0.045357689261436,0.0,7635343,120,7264,shot,1,836,64,Jamiro Monteiro,Jamiro,Monteiro,jamiro-monteiro,J. Monteiro,M,35,824,M,ectmg8,815080,جاميرو مونتيرو,Джамиро Монтейро,ج. مونتيرو,Д. Монтейро,17.8,48.3,0,0,53.3,19.0,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,79285.0,M,EmiMartinez,158263.0,إيميليانو مارتينيز,এমিলিয়ানো মার্টিনেজ,एमिलियानो मार्टिनेज,Эмилиано Мартинес,إ. مارتينيز,ই. মার্টিনেজ,ई. मार्टिनेज,Э. Мартинес,48.3,17.8,46.7,0,46.7,81.0,"মন্টেইরো, জামিরো","मोंटेइरो, जमीरो",জে. মন্টেইরো,जे. मोंटेइरो,6.4,47.3,0.0,47.3,6.4,2.0,12812999,,
